crop,N,P,K,temperature,humidity,ph,rainfall,yield
Grapes,109.26,68.77,111.82,27.37,72.57,6.13,80.29,23.09
Papaya,167.18,131.14,194.93,37.54,93.07,7.19,160.28,64.94
Maize,116.39,56.86,62.9,22.69,64.55,6.0,99.09,4.87
Muskmelon,85.26,49.68,53.73,27.87,93.0,6.56,28.22,25.36
Apple,123.96,59.07,71.7,23.95,100.0,5.73,113.69,31.67
Pomegranate,105.16,45.26,50.72,23.29,90.82,6.31,88.61,19.27
Papaya,199.18,114.57,200.34,32.41,100.0,6.29,151.54,54.29
Jute,53.04,49.74,56.93,25.74,59.66,6.81,216.93,2.77
Rice,98.16,35.08,50.9,26.38,88.23,6.48,196.63,3.73
Chickpea,40.28,53.04,76.68,19.7,10.0,7.8,77.35,2.11
Orange,114.0,63.8,86.37,16.85,93.61,6.75,102.04,19.08
Mungbean,20.56,32.21,20.44,30.1,91.89,6.22,51.46,0.96
Lentil,19.73,60.92,21.36,28.22,55.52,6.26,40.8,1.48
Grapes,140.91,72.72,133.52,24.7,87.1,5.44,59.59,25.19
Jute,47.88,45.65,56.58,23.93,79.39,7.78,172.71,2.52
Rice,94.22,43.25,41.33,22.15,92.0,6.13,160.29,4.15
Maize,162.74,63.09,42.03,21.07,68.44,5.54,89.75,4.64
Blackgram,17.89,57.98,14.68,32.4,51.04,5.99,63.65,1.26
Jute,55.2,33.72,59.2,24.19,85.78,6.19,130.74,3.0
Mothbeans,19.51,49.88,23.32,29.41,57.57,7.3,30.94,0.87
Grapes,104.67,52.55,133.12,17.12,90.67,6.3,71.11,23.65
Jute,43.62,46.64,62.28,24.0,82.87,7.01,181.85,2.44
Cotton,99.78,37.33,56.15,31.48,69.76,7.41,186.01,2.53
Coconut,27.74,11.97,30.49,22.5,86.27,6.41,185.65,12.74
Papaya,196.96,95.91,179.75,33.85,91.08,7.05,106.82,48.32
Papaya,211.49,125.68,165.21,37.97,100.0,7.1,124.82,54.39
Pigeonpeas,17.8,65.8,19.95,27.14,53.2,5.66,134.92,1.64
Mungbean,18.4,50.93,25.84,29.0,86.61,6.35,49.86,1.1
Lentil,18.81,72.32,16.09,17.63,72.6,6.38,39.5,1.23
Pomegranate,86.04,62.8,48.78,23.68,100.0,6.74,100.51,20.37
Mungbean,13.4,51.16,16.34,24.15,70.2,6.66,59.72,1.11
Blackgram,14.4,54.15,13.47,27.87,62.14,6.99,42.05,1.29
Mungbean,20.9,35.25,20.07,28.95,86.16,6.42,53.71,0.98
Cotton,137.69,41.46,59.89,23.9,83.39,6.06,221.01,2.63
Mungbean,20.42,39.17,21.11,27.98,87.92,6.94,60.22,1.01
Lentil,15.65,50.54,20.87,23.55,66.39,6.27,32.08,1.15
Chickpea,44.59,65.05,76.45,15.23,14.52,6.74,97.23,2.61
Kidneybeans,24.76,63.66,21.59,18.66,41.04,5.16,99.25,1.41
Mothbeans,24.94,36.21,15.87,28.89,48.64,6.64,46.05,1.01
Coffee,122.01,83.67,85.67,28.73,52.76,6.45,181.03,1.28
Coffee,127.56,71.49,67.71,24.66,47.49,6.89,202.75,1.37
Pomegranate,92.14,59.75,37.54,19.42,90.83,6.69,128.41,16.2
Pigeonpeas,19.94,49.36,18.5,27.44,61.09,5.42,160.8,1.28
Lentil,19.94,82.78,19.33,24.86,71.57,6.7,40.67,1.55
Rice,90.21,44.92,44.25,26.88,75.56,6.19,240.02,4.04
Maize,143.66,65.22,39.92,21.52,75.81,5.77,93.33,5.6
Mungbean,22.13,43.7,20.19,27.76,81.35,6.47,60.57,1.22
Pigeonpeas,20.22,66.3,15.28,32.65,54.9,6.23,167.47,1.33
Lentil,17.12,40.59,21.41,25.45,56.62,6.83,28.7,1.07
Watermelon,94.65,48.84,48.02,26.6,88.75,6.74,37.25,36.92
Pomegranate,128.41,45.19,36.44,20.14,96.2,6.53,100.3,18.83
Watermelon,76.39,36.09,46.01,31.51,77.94,7.06,61.31,31.37
Mothbeans,25.78,60.69,18.12,25.41,43.36,6.81,54.19,0.97
Chickpea,47.04,60.03,51.51,18.57,10.97,7.03,92.38,2.18
Pomegranate,109.61,43.89,61.02,23.92,87.85,5.98,89.2,19.77
Apple,97.02,61.23,55.54,20.08,76.68,5.76,121.61,32.32
Mango,137.94,123.04,150.49,32.26,42.47,5.39,102.05,10.41
Papaya,125.48,125.78,155.1,30.25,83.03,6.84,148.15,57.65
Lentil,18.9,56.29,21.65,22.56,78.32,6.88,50.57,1.29
Blackgram,19.57,65.39,21.84,31.08,77.53,7.46,76.0,1.3
Papaya,186.33,134.39,205.41,31.91,87.02,6.26,138.07,55.94
Chickpea,43.99,77.72,60.0,17.19,10.0,6.33,81.53,2.37
Apple,137.33,70.21,73.04,23.11,100.0,5.52,108.52,34.23
Watermelon,77.09,49.16,36.73,21.17,86.27,6.1,55.12,31.11
Pigeonpeas,23.66,76.89,18.58,27.57,51.11,5.91,155.48,1.59
Grapes,121.17,55.4,131.77,20.77,82.98,6.33,87.74,20.83
Kidneybeans,18.71,86.98,17.76,20.47,26.74,6.0,115.08,1.31
Kidneybeans,14.59,73.51,24.77,17.87,18.11,6.59,117.8,1.26
Cotton,98.54,53.33,48.29,18.68,86.67,7.6,183.3,2.46
Apple,92.78,68.84,60.34,21.62,88.63,5.36,94.81,28.84
Pomegranate,123.61,57.67,45.82,23.77,74.02,6.16,116.13,19.32
Mungbean,21.8,49.66,18.19,30.23,81.2,6.58,51.41,1.02
Mothbeans,16.34,47.09,15.28,28.69,46.89,7.18,42.13,0.67
Muskmelon,71.63,48.83,52.38,27.68,86.25,6.26,18.19,23.93
Maize,133.97,64.37,48.78,23.94,49.46,5.58,86.27,4.51
Coconut,26.36,14.33,27.3,21.74,100.0,5.76,158.11,10.08
Coffee,123.62,70.6,69.19,25.45,67.96,6.14,181.59,1.42
Jute,61.44,44.9,70.45,24.06,89.08,6.86,248.41,2.93
Rice,92.76,34.98,47.1,27.23,91.58,6.42,191.72,3.76
Pomegranate,105.08,39.04,42.66,27.93,98.04,6.64,131.36,16.73
Kidneybeans,18.39,54.25,20.38,19.97,20.26,6.39,89.06,1.07
Coconut,31.72,15.33,36.52,24.84,96.91,6.27,178.72,14.96
Kidneybeans,19.3,62.13,22.22,18.93,33.27,4.71,99.98,1.38
Mango,86.89,110.98,121.03,30.28,49.92,6.46,95.13,9.93
Apple,106.71,63.8,59.22,22.59,100.0,5.78,89.71,29.6
Mango,127.63,74.62,141.08,34.1,55.42,5.9,71.91,10.13
Blackgram,16.64,56.84,14.09,26.09,56.51,7.09,85.53,1.12
Muskmelon,81.68,48.4,57.69,29.1,76.73,5.84,26.12,24.98
Coconut,27.2,15.22,31.21,30.28,90.7,5.89,169.91,12.81
Maize,162.99,59.38,45.98,20.26,71.38,7.38,79.43,5.29
Grapes,127.39,66.21,120.57,21.9,93.57,5.79,75.79,25.59
Chickpea,39.8,54.79,87.35,17.64,23.44,7.34,97.84,1.82
Chickpea,43.51,53.5,71.54,23.95,10.36,7.0,90.62,1.93
Grapes,142.42,58.61,103.47,24.09,95.48,6.0,70.59,28.54
Mango,167.3,84.82,107.47,40.39,62.87,5.81,84.99,10.47
Coconut,27.65,19.32,28.72,27.1,100.0,6.61,175.29,11.68
Orange,142.01,67.43,68.18,25.15,100.0,7.69,90.3,20.53
Muskmelon,67.93,50.68,56.43,31.78,91.51,5.69,21.07,22.03
Apple,132.6,73.17,68.52,16.62,83.14,5.74,76.23,30.61
Cotton,83.79,56.0,46.94,25.95,73.02,7.58,133.02,2.73
Pomegranate,100.86,49.18,42.05,22.28,88.78,6.68,112.15,21.42
Coffee,116.23,64.2,64.75,26.48,39.85,6.8,144.7,1.2
Orange,125.68,56.94,76.23,21.05,93.08,7.61,101.84,21.65
Mungbean,14.46,44.12,18.39,20.38,99.56,7.05,39.45,0.94
Mungbean,19.83,45.34,16.45,25.14,93.43,7.52,42.74,0.92
Cotton,105.15,44.54,65.01,20.7,73.09,6.69,231.16,2.71
Mango,137.15,109.61,138.98,35.2,49.1,5.98,76.21,10.34
Pigeonpeas,22.98,52.77,13.83,26.53,64.04,5.54,118.93,1.48
Pomegranate,124.51,57.94,46.85,22.46,92.83,6.82,109.77,20.14
Papaya,166.45,134.44,151.8,32.24,80.43,6.4,140.71,60.13
Banana,189.87,88.31,280.83,26.09,78.52,6.78,81.05,41.5
Muskmelon,93.93,59.09,59.87,26.92,100.0,6.61,19.99,27.9
Rice,83.79,41.29,50.71,28.05,79.57,6.14,225.89,3.61
Blackgram,12.66,51.41,17.72,26.21,53.26,7.06,54.17,1.07
Blackgram,14.46,61.26,17.75,24.95,69.91,7.21,94.12,1.11
Kidneybeans,15.27,73.32,24.59,16.68,10.88,5.64,89.65,1.42
Coconut,27.49,16.96,35.06,28.18,100.0,5.27,195.86,12.82
Mothbeans,19.96,56.21,20.15,32.14,50.29,7.37,52.41,0.79
Grapes,142.84,52.15,107.85,21.42,75.08,5.81,67.43,24.86
Pomegranate,83.78,58.9,55.6,18.2,69.71,6.37,114.04,19.44
Banana,186.55,81.36,321.49,28.25,70.13,6.11,129.56,39.28
Papaya,171.59,99.95,220.31,31.37,100.0,6.03,133.82,60.94
Muskmelon,82.54,48.25,55.53,28.25,86.34,6.16,20.27,29.72
Mungbean,17.17,34.07,24.02,30.17,91.3,6.37,69.17,0.84
Coffee,93.43,96.35,79.38,25.62,58.65,7.47,108.41,1.18
Blackgram,17.48,59.77,14.74,30.9,55.79,6.62,54.21,1.27
Watermelon,99.08,47.5,49.62,27.39,96.24,6.72,48.99,37.35
Coffee,91.95,68.72,84.59,28.47,66.37,6.94,146.16,1.28
Kidneybeans,21.57,65.83,15.81,17.26,24.26,5.07,101.24,1.3
Pomegranate,97.34,62.5,57.64,24.57,95.33,6.4,131.95,19.3
Apple,133.33,63.53,67.4,18.02,84.82,5.53,144.09,29.84
Pomegranate,97.73,44.37,58.63,22.76,100.0,6.91,124.79,15.18
Coconut,32.67,14.49,21.95,27.4,91.27,4.91,181.55,11.49
Pigeonpeas,18.76,46.48,22.02,23.48,51.35,6.15,138.04,1.8
Jute,38.69,42.21,54.96,27.39,58.95,7.0,177.45,2.9
Lentil,19.5,73.76,21.42,25.3,50.45,6.49,47.33,1.27
Jute,53.18,42.19,72.53,21.92,64.61,6.54,205.76,2.38
Kidneybeans,22.75,70.6,21.49,23.62,38.21,4.82,92.12,1.38
Lentil,18.2,78.5,20.24,27.41,42.86,7.19,49.88,1.02
Rice,106.37,41.63,53.59,25.12,68.99,7.12,112.39,4.6
Orange,139.04,54.21,93.48,16.87,86.0,7.69,70.68,19.26
Maize,141.23,68.49,54.14,21.58,69.72,6.34,91.8,4.3
Watermelon,86.68,62.21,46.06,25.49,71.94,6.65,54.92,32.4
Coconut,30.8,11.43,24.07,24.5,98.03,5.92,158.48,12.5
Cotton,113.31,31.35,40.32,27.77,80.34,6.96,188.12,2.37
Muskmelon,85.82,51.75,46.88,35.4,94.53,6.33,22.17,21.26
Mungbean,16.0,50.84,20.04,22.81,100.0,6.03,58.81,1.14
Papaya,192.08,122.52,149.81,36.82,90.47,6.96,137.93,61.81
Rice,41.82,33.89,47.77,24.01,90.48,6.04,263.07,3.11
Mothbeans,24.17,56.57,16.26,24.41,71.91,7.62,41.99,0.83
Mango,155.05,85.75,179.08,29.04,46.04,5.83,109.96,11.31
Lentil,15.63,78.22,16.14,25.74,67.88,8.08,60.67,1.16
Mothbeans,19.45,49.23,17.2,26.68,58.43,6.57,51.56,0.84
Muskmelon,84.0,57.49,41.98,25.46,76.0,6.44,12.2,22.29
Chickpea,36.01,56.91,104.37,22.16,36.0,7.07,75.39,2.39
Cotton,118.59,48.32,49.47,23.55,100.0,7.84,234.56,2.74
Banana,186.73,96.84,353.91,28.04,67.57,5.22,104.62,51.88
Chickpea,39.61,62.27,76.59,22.63,15.72,7.04,72.43,2.21
Mungbean,18.05,37.75,20.35,20.63,94.78,6.67,32.31,1.12
Coffee,133.12,73.25,74.21,27.18,59.95,6.97,153.29,1.15
Watermelon,89.33,54.23,42.67,25.53,82.42,5.53,27.82,35.29
Coffee,147.99,71.99,70.11,22.27,61.51,6.75,184.35,1.57
Cotton,91.2,61.61,47.76,19.14,74.18,6.79,195.62,2.59
Grapes,114.15,63.26,96.59,26.7,88.26,5.82,60.1,23.42
Lentil,22.32,70.04,19.41,25.28,55.79,6.5,54.34,1.24
Jute,51.03,41.55,74.72,24.12,81.66,7.56,168.26,2.76
Mothbeans,15.63,59.81,22.06,24.76,62.49,6.72,29.45,1.01
Banana,167.61,103.38,322.25,26.73,92.6,6.46,69.71,37.1
Mungbean,15.43,54.53,19.38,31.55,84.24,6.0,34.63,0.91
Banana,225.38,124.35,263.62,30.69,67.75,6.21,112.84,39.68
Coffee,107.58,84.02,90.65,26.71,57.86,6.49,206.56,1.6
Banana,166.63,134.25,200.04,29.42,87.74,5.52,63.93,41.67
Blackgram,12.1,69.35,15.76,26.31,50.22,7.06,70.42,1.12
Cotton,91.26,48.42,49.81,17.4,80.5,7.01,98.19,2.22
Cotton,108.93,45.02,54.22,23.85,79.69,7.16,133.88,2.26
Kidneybeans,16.18,76.27,19.22,20.96,33.49,5.0,106.56,1.42
Kidneybeans,15.48,68.23,23.89,17.2,36.42,5.12,109.55,1.36
Muskmelon,92.3,49.33,51.29,27.03,91.0,5.69,29.85,26.22
Pigeonpeas,26.67,74.43,21.08,30.87,39.33,5.4,143.67,1.8
Muskmelon,89.92,53.24,51.81,29.4,89.85,6.43,24.77,27.68
Apple,117.76,60.42,56.02,24.42,87.6,6.39,105.71,31.08
Blackgram,15.75,54.02,17.37,31.22,65.98,7.04,56.95,0.96
Maize,146.01,71.94,45.43,22.1,47.2,6.68,52.68,4.58
Lentil,13.57,61.43,17.79,24.9,81.33,6.79,38.13,0.96
Rice,105.36,39.58,43.59,23.6,91.53,5.76,230.58,3.44
Mungbean,17.19,49.23,19.52,24.99,88.87,6.55,34.88,1.01
Orange,106.83,62.97,81.8,21.63,87.34,6.68,96.86,21.85
Coconut,26.99,20.29,34.37,22.71,87.75,6.24,219.81,13.6
Apple,148.48,56.55,65.82,18.82,100.0,5.92,115.69,26.82
Orange,139.15,54.26,82.82,20.39,100.0,7.3,128.68,21.98
Watermelon,101.57,42.37,59.28,27.66,91.37,6.84,58.52,34.9
Orange,111.1,53.88,75.75,20.61,85.16,7.47,116.69,18.16
Coconut,28.65,17.49,30.64,25.74,99.91,6.19,140.55,15.4
Watermelon,79.9,56.33,52.75,25.35,71.58,6.31,51.71,29.04
Pigeonpeas,17.95,69.12,23.72,29.28,60.98,6.32,125.53,1.7
Maize,183.19,62.08,50.14,20.0,63.02,6.12,86.91,5.75
Banana,261.66,109.42,344.96,29.4,86.29,5.64,101.45,42.45
Mango,158.57,88.58,147.57,29.87,57.07,5.26,128.79,11.99
Maize,126.18,81.34,52.85,23.59,69.11,6.55,99.99,4.04
Mungbean,23.5,44.83,19.76,29.54,73.39,7.18,44.76,1.12
Mungbean,21.03,56.72,21.67,33.07,73.77,7.29,33.53,0.91
Mungbean,23.26,39.46,19.64,32.65,100.0,6.02,49.01,0.93
Mothbeans,23.9,52.38,18.41,24.1,51.57,6.33,53.24,0.85
Jute,41.75,32.16,54.83,24.02,74.82,6.79,250.31,2.01
Pigeonpeas,21.24,70.06,23.17,27.2,47.53,5.3,121.03,1.72
Apple,104.93,64.9,64.51,22.05,84.36,6.15,111.39,32.07
Banana,205.01,112.34,284.22,22.57,85.64,6.28,105.62,36.85
Coffee,112.69,99.66,62.04,28.43,46.78,6.85,194.9,1.23
Coconut,29.11,23.13,28.07,24.35,100.0,5.49,246.88,12.99
Kidneybeans,22.03,76.3,14.89,22.37,10.0,6.24,107.96,1.35
Maize,142.87,55.81,50.19,15.37,69.9,6.21,103.74,5.26
Jute,40.44,42.58,63.24,21.65,89.54,6.98,126.56,3.16
Mothbeans,23.28,45.56,15.75,26.38,51.69,6.9,40.29,0.8
Grapes,100.71,52.56,120.22,24.31,78.21,6.38,44.57,20.09
Cotton,101.4,56.57,40.93,30.83,66.17,6.37,144.08,2.41
Pigeonpeas,20.5,71.86,23.18,27.25,36.53,5.36,147.5,1.57
Watermelon,94.87,46.55,59.56,30.02,78.04,5.48,58.82,32.23
Kidneybeans,20.28,68.6,24.94,15.91,28.29,5.27,93.24,1.26
Pomegranate,113.84,56.41,41.33,21.23,84.52,6.88,88.71,21.97
Blackgram,11.8,63.7,16.67,29.94,68.04,7.63,79.91,1.19
Maize,99.88,83.27,64.07,21.53,54.0,6.12,108.11,5.54
Blackgram,12.78,63.45,18.54,29.46,58.75,8.33,67.75,1.03
Mango,152.57,100.85,185.24,31.23,45.33,5.7,93.71,10.17
Muskmelon,88.43,63.25,52.14,28.49,88.79,6.86,23.01,26.24
Kidneybeans,23.61,63.14,17.66,21.71,10.32,5.96,87.36,1.36
Maize,173.98,77.59,48.39,18.73,65.76,6.17,77.62,5.87
Pomegranate,124.99,44.41,26.39,24.06,84.21,6.33,115.33,19.12
Cotton,114.39,42.09,48.45,22.59,79.19,7.0,196.02,2.7
Coconut,28.66,22.53,28.2,28.21,91.62,5.99,185.44,12.37
Chickpea,42.36,66.01,83.75,18.52,15.73,6.33,54.36,1.96
Pigeonpeas,13.7,70.99,17.94,28.36,35.47,6.08,188.36,1.42
Muskmelon,69.26,50.98,62.62,31.03,83.1,6.8,22.1,27.89
Banana,220.15,112.01,312.56,21.42,73.85,6.53,90.78,43.72
Lentil,13.3,74.01,17.31,24.91,66.32,7.08,39.88,1.22
Grapes,122.98,46.97,105.91,23.33,72.08,6.06,74.37,19.84
Rice,82.87,42.04,47.57,22.03,59.74,5.7,226.84,3.62
Jute,54.99,36.06,57.78,21.42,63.43,7.01,140.82,2.56
Coffee,108.52,69.43,83.33,30.72,48.75,6.54,138.21,1.46
Grapes,125.19,55.54,108.39,26.69,82.68,6.33,53.79,27.98
Pigeonpeas,22.17,59.52,17.82,33.91,42.93,5.53,159.72,1.63
Coconut,23.36,14.88,34.64,25.42,100.0,5.49,148.64,13.89
Blackgram,15.68,68.44,16.06,26.43,48.14,6.93,63.82,1.3
Pigeonpeas,15.34,65.6,23.77,29.02,44.68,6.82,124.6,1.71
Blackgram,15.96,51.79,17.7,25.21,67.67,6.41,64.23,1.14
Mango,127.23,118.31,168.05,32.11,53.02,6.29,90.79,11.87
Mothbeans,19.08,56.25,19.47,30.62,47.48,6.63,47.28,0.89
Chickpea,47.99,58.57,76.86,16.95,25.86,7.21,88.4,2.44
Coconut,33.06,19.26,30.64,25.94,97.36,5.43,144.5,14.07
Muskmelon,82.44,45.88,52.76,31.03,80.16,6.99,21.28,28.5
Mungbean,23.42,61.69,16.58,27.33,84.93,6.78,55.68,1.08
Chickpea,36.88,61.33,84.97,15.31,15.78,6.94,65.16,2.14
Banana,144.51,93.97,386.25,28.46,99.81,5.84,79.03,54.89
Mungbean,22.66,57.07,19.66,25.44,89.59,6.56,55.35,1.11
Kidneybeans,20.34,70.62,17.86,17.92,24.83,5.46,108.07,1.29
Lentil,14.82,67.12,15.18,22.27,63.05,6.89,28.81,1.11
Mothbeans,16.61,53.77,16.83,29.36,70.93,5.95,49.04,0.91
Grapes,109.25,61.59,133.36,24.54,90.75,6.58,89.98,27.09
Mothbeans,21.63,67.18,16.22,26.27,65.42,7.66,53.95,1.15
Cotton,126.33,55.81,52.25,17.92,68.11,7.37,139.37,2.53
Kidneybeans,24.8,68.27,22.59,21.58,42.61,5.83,97.18,1.48
Pigeonpeas,16.37,50.7,23.16,24.09,45.3,6.43,158.46,1.16
Watermelon,56.05,55.97,59.27,25.1,69.69,6.64,70.92,30.17
Watermelon,84.3,50.34,61.64,24.16,88.8,6.67,55.01,36.82
Apple,137.85,74.36,71.63,19.85,93.42,6.17,110.83,29.18
Jute,46.69,49.76,64.02,24.71,59.25,7.1,201.13,2.91
Pomegranate,99.37,58.43,58.63,18.35,80.61,6.31,131.21,19.61
Coconut,23.5,18.5,25.71,25.63,96.7,6.53,217.4,11.57
Watermelon,96.29,44.04,55.63,25.38,74.46,7.03,40.81,35.97
Lentil,19.86,59.68,17.28,26.13,50.54,6.85,35.43,1.18
Mungbean,16.95,43.9,20.04,26.88,86.1,7.56,45.24,1.12
Kidneybeans,19.2,56.15,20.42,19.97,27.39,6.31,87.44,1.23
Apple,86.53,63.78,55.61,14.51,90.29,5.31,99.4,26.56
Pigeonpeas,23.21,55.17,20.43,31.41,42.45,5.99,192.3,1.66
Maize,160.71,66.96,47.69,26.2,75.56,5.84,110.46,6.03
Coconut,22.66,13.75,35.29,27.51,100.0,6.08,179.78,11.43
Muskmelon,90.35,41.44,47.78,28.26,83.64,5.86,22.48,20.58
Pigeonpeas,17.96,56.25,19.42,27.91,42.16,6.08,136.85,1.71
Muskmelon,80.66,58.88,56.44,25.66,92.7,5.34,17.48,24.85
Mungbean,22.32,40.49,27.8,27.21,75.5,7.63,51.06,1.13
Pigeonpeas,18.84,54.16,23.98,28.81,57.87,5.76,147.04,1.77
Coconut,24.43,16.69,36.5,23.7,94.26,6.42,207.77,12.29
Maize,150.87,83.84,40.7,21.17,55.19,6.44,80.3,5.8
Pigeonpeas,23.87,65.62,7.3,25.16,46.63,4.92,177.52,1.63
Mothbeans,24.01,39.57,15.97,31.33,34.72,6.76,50.31,0.86
Rice,83.78,38.0,36.54,18.07,80.57,7.43,248.25,3.62
Kidneybeans,19.07,54.72,23.23,18.36,30.67,5.16,96.64,1.51
Banana,209.42,94.95,341.5,24.13,72.69,5.78,115.95,41.63
Rice,103.66,46.79,37.16,19.82,84.75,6.22,254.46,3.81
Jute,60.94,39.89,67.38,25.99,94.46,6.29,210.83,3.0
Muskmelon,98.04,38.7,55.48,34.14,100.0,6.07,32.56,23.79
Lentil,18.59,49.43,22.87,24.71,72.44,6.52,43.82,1.33
Chickpea,35.12,61.11,91.14,16.21,29.33,7.24,65.41,1.69
Rice,100.38,41.02,29.9,27.19,79.22,6.88,219.41,3.72
Pomegranate,94.25,54.31,47.2,20.47,80.81,6.21,94.64,19.72
Pomegranate,109.21,50.53,56.59,20.36,85.08,6.6,117.65,21.63
Coconut,26.32,15.02,30.06,27.7,87.73,4.75,188.32,11.52
Muskmelon,77.0,52.29,43.53,26.17,92.67,6.39,23.12,21.33
Rice,68.59,25.66,37.27,27.49,84.34,6.19,165.96,3.1
Apple,109.9,70.03,52.27,19.91,94.97,6.06,82.56,29.23
Maize,104.78,69.11,45.78,23.43,67.81,6.94,95.2,5.53
Mothbeans,23.09,53.57,11.84,33.64,59.69,7.06,66.05,0.79
Papaya,132.35,120.6,178.25,33.67,92.59,6.05,132.58,56.05
Blackgram,16.31,47.42,15.35,28.52,65.51,6.16,55.35,1.27
Mothbeans,18.28,55.06,16.24,30.91,51.87,5.72,40.6,0.67
Apple,126.67,66.12,73.12,22.78,85.89,6.3,133.94,33.31
Apple,104.55,72.61,39.69,21.28,80.15,5.64,115.97,30.3
Papaya,184.74,138.81,171.81,29.83,100.0,7.17,155.36,59.55
Apple,90.1,59.74,55.6,18.1,85.46,5.84,144.13,27.52
Jute,48.12,48.35,65.57,23.64,68.76,6.67,200.64,3.29
Chickpea,40.79,69.93,84.78,20.32,23.81,6.79,40.84,2.27
Coffee,97.87,64.32,104.76,28.67,73.88,6.56,183.35,1.08
Coconut,23.37,19.64,34.9,25.51,84.36,6.71,187.28,11.99
Rice,105.86,32.59,47.97,23.65,94.02,6.31,209.03,3.68
Papaya,232.33,140.27,187.73,36.96,84.34,6.39,131.04,54.34
Maize,121.32,76.11,58.04,22.61,53.89,6.66,95.25,5.62
Blackgram,12.91,47.2,20.26,32.18,67.82,6.68,69.58,1.16
Apple,126.71,69.78,35.14,23.04,96.53,6.11,144.17,32.0
Apple,140.87,77.58,62.54,22.54,99.83,5.38,103.55,39.72
Orange,123.77,71.16,90.94,17.39,77.67,7.8,115.79,17.15
Chickpea,34.55,69.19,93.24,19.55,12.38,8.08,53.36,1.8
Maize,139.79,57.78,54.11,20.73,65.45,6.41,53.83,5.44
Mothbeans,20.85,56.63,22.77,32.81,65.33,7.11,42.08,0.95
Grapes,124.43,52.2,111.14,24.55,73.12,5.4,64.1,23.24
Orange,144.53,59.72,59.78,22.48,100.0,6.72,68.02,17.77
Rice,100.9,42.69,50.95,22.57,61.6,6.58,183.48,3.16
Rice,87.87,34.21,46.2,25.57,94.77,6.76,199.2,4.23
Watermelon,94.86,62.51,50.69,24.5,78.67,5.96,61.34,38.38
Pomegranate,131.59,41.63,62.83,16.35,95.62,6.5,86.34,16.03
Muskmelon,64.36,47.23,50.48,27.01,100.0,7.12,25.84,24.83
Mothbeans,22.15,45.68,18.59,24.66,45.0,6.76,53.65,0.83
Grapes,119.24,69.44,135.56,24.21,96.68,5.61,58.69,22.6
Grapes,125.58,66.38,98.48,20.14,82.3,5.67,57.98,24.79
Kidneybeans,17.5,63.75,16.12,23.01,14.85,6.42,135.59,1.37
Pigeonpeas,20.85,67.07,21.79,24.33,40.49,5.94,160.93,1.83
Blackgram,13.03,40.54,19.19,29.37,86.99,6.14,47.36,1.12
Mungbean,20.26,33.77,13.05,27.53,93.04,6.42,56.77,1.04
Coconut,23.48,17.7,31.75,25.18,88.97,5.58,197.41,11.36
Grapes,123.56,64.44,102.85,26.06,97.24,6.61,66.88,25.73
Banana,196.01,83.1,234.91,31.31,86.42,6.21,63.74,46.84
Blackgram,15.66,72.55,20.95,26.44,70.61,7.39,89.9,1.43
Pomegranate,75.95,58.27,51.81,28.19,98.26,6.87,91.65,20.72
Banana,171.64,87.63,293.2,29.05,77.68,6.12,79.69,46.48
Mango,158.99,98.64,167.46,32.74,53.83,5.49,111.97,10.22
Mungbean,16.01,42.09,20.13,29.06,94.27,6.35,44.18,1.08
Chickpea,49.73,54.07,91.61,16.55,25.26,7.5,91.73,1.99
Pigeonpeas,19.07,73.81,20.46,29.62,56.37,5.23,211.98,1.57
Coconut,22.9,19.39,36.08,22.84,98.31,6.29,186.56,13.22
Pomegranate,110.7,36.32,48.99,17.96,79.76,5.92,102.04,20.16
Orange,131.35,44.57,91.15,19.39,92.93,6.14,74.8,18.54
Apple,109.07,57.72,55.89,17.07,91.3,5.73,94.66,29.29
Maize,116.31,58.24,60.58,20.46,64.8,6.2,113.67,6.27
Mungbean,17.11,42.42,21.55,23.79,88.97,5.9,41.99,0.99
Mungbean,16.36,53.26,19.55,27.56,85.86,7.2,53.66,0.97
Pomegranate,97.66,40.74,48.7,24.65,96.45,6.03,114.09,24.09
Mango,157.02,92.41,117.16,37.55,37.61,5.51,100.68,10.94
Maize,154.62,69.78,66.28,30.03,65.57,6.63,74.0,5.51
Cotton,94.13,51.82,38.36,19.13,79.88,7.78,210.16,2.41
Banana,212.35,94.61,362.39,28.53,74.7,6.8,133.69,40.46
Watermelon,56.93,53.22,47.14,21.2,74.21,6.01,51.84,33.27
Mothbeans,19.22,37.18,18.19,28.55,43.71,6.85,59.01,0.69
Mothbeans,14.73,50.56,17.65,28.96,41.65,5.85,48.47,0.97
Chickpea,42.79,92.18,83.76,15.33,17.69,7.61,82.07,2.31
Jute,41.07,36.39,66.98,28.81,72.95,6.81,197.92,3.02
Blackgram,14.87,74.0,20.45,32.29,70.48,7.15,77.63,1.17
Chickpea,42.95,83.26,66.97,18.32,19.74,7.12,105.73,1.88
Cotton,101.9,42.65,51.34,23.58,66.67,7.39,102.13,2.51
Jute,51.39,41.54,67.93,20.7,75.22,6.05,208.82,3.1
Pomegranate,126.55,61.91,42.59,23.6,85.18,7.12,130.13,18.14
Orange,113.77,66.68,79.02,22.18,87.33,6.32,102.34,19.71
Maize,157.22,59.58,43.41,25.49,74.06,5.98,77.84,4.95
Coffee,114.12,74.25,89.75,28.27,40.57,7.19,153.15,1.39
